,humanGEMID,abbreviation,description,formula,subsystem,ecnumber,keggId,keggorthology,cog,seed,metanetx,MetaboliteMatch,Id
5616,HMR_5973,r2058,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + gln_L[c] -> citr_L[c] + gln_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105967,0,bio/HMR_5973
5617,HMR_5974,r2059,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + ser_L[c] -> citr_L[c] + ser_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105968,0,bio/HMR_5974
5618,HMR_5975,r2060,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + met_L[c] -> citr_L[c] + met_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105969,0,bio/HMR_5975
5619,HMR_5976,r2061,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + trp_L[c] -> citr_L[c] + trp_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105970,0,bio/HMR_5976
5620,HMR_5977,r2062,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + phe_L[c] -> citr_L[c] + phe_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105971,0,bio/HMR_5977
5621,HMR_5978,r2063,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + tyr_L[c] -> citr_L[c] + tyr_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105972,0,bio/HMR_5978
5622,HMR_5979,r2064,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + cys_L[c] -> citr_L[c] + cys_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105973,0,bio/HMR_5979
5623,HMR_5980,r2065,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + leu_L[c] -> citr_L[c] + leu_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105974,0,bio/HMR_5980
5624,HMR_5981,r2066,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + pro_L[c] -> citr_L[c] + pro_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105975,0,bio/HMR_5981
5625,HMR_5982,r2067,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""asn_L[c] + citr_L[e] -> asn_L[e] + citr_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105976,0,bio/HMR_5982
5626,HMR_5983,r2068,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + val_L[c] -> citr_L[c] + val_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105977,0,bio/HMR_5983
5627,HMR_5984,r2069,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + thr_L[c] -> citr_L[c] + thr_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105978,0,bio/HMR_5984
5628,HMR_5985,r2070,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + hom_L[c] -> citr_L[c] + hom_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105979,0,bio/HMR_5985
5629,HMR_5986,r2071,"""Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15""","""citr_L[e] + ile_L[c] -> citr_L[c] + ile_L[e] """,transport_extracellular,"""nan""",,,,,MNXR105980,0,bio/HMR_5986
5630,,r2073,"""Zinc (Zn2+)-Iron (Fe2+) Permease (Zip), Tcdb:2.A.55.2.3""","""h[e] + zn2[e] -> h[c] + zn2[c] """,transport_extracellular,"""nan""",,,,,,0,bio/r2073
5631,HMR_6000,r2079,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""acac[c] + pyr[e] <=> acac[e] + pyr[c] """,transport_extracellular,"""nan""",,,,,MNXR105475,0,bio/HMR_6000
5632,HMR_5426,r2079,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""acac[c] + pyr[e] <=> acac[e] + pyr[c] """,transport_extracellular,"""nan""",,,,,MNXR105475,0,bio/HMR_5426
5633,HMR_6001,r2080,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""ac[e] + acac[c] <=> ac[c] + acac[e] """,transport_extracellular,"""nan""",,,,,MNXR105982,0,bio/HMR_6001
5634,HMR_6002,r2081,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""acac[c] + for[e] <=> acac[e] + for[c] """,transport_extracellular,"""nan""",,,,,MNXR105983,0,bio/HMR_6002
5635,HMR_6003,r2082,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""acac[c] + ppa[e] <=> acac[e] + ppa[c] """,transport_extracellular,"""nan""",,,,,MNXR105984,0,bio/HMR_6003
5636,HMR_6004,r2083,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""acac[c] + lac_L[e] <=> acac[e] + lac_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105985,0,bio/HMR_6004
5637,HMR_6005,r2084,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""acac[c] + retn[e] <=> acac[e] + retn[c] """,transport_extracellular,"""nan""",,,,,MNXR105986,0,bio/HMR_6005
5638,HMR_6006,r2085,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""2hb[e] + acac[c] <=> 2hb[c] + acac[e] """,transport_extracellular,"""nan""",,,,,MNXR105987,0,bio/HMR_6006
5639,HMR_6007,r2086,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""2hb[c] + pyr[e] <=> 2hb[e] + pyr[c] """,transport_extracellular,"""nan""",,,,,MNXR105988,0,bio/HMR_6007
5640,HMR_6008,r2087,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""2hb[c] + ac[e] <=> 2hb[e] + ac[c] """,transport_extracellular,"""nan""",,,,,MNXR105989,0,bio/HMR_6008
5641,HMR_6009,r2088,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""2hb[c] + for[e] <=> 2hb[e] + for[c] """,transport_extracellular,"""nan""",,,,,MNXR105990,0,bio/HMR_6009
5642,HMR_6010,r2089,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""2hb[c] + ppa[e] <=> 2hb[e] + ppa[c] """,transport_extracellular,"""nan""",,,,,MNXR105991,0,bio/HMR_6010
5643,HMR_6011,r2090,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""2hb[c] + lac_L[e] <=> 2hb[e] + lac_L[c] """,transport_extracellular,"""nan""",,,,,MNXR105992,0,bio/HMR_6011
5644,HMR_6012,r2091,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""2hb[c] + but[e] <=> 2hb[e] + but[c] """,transport_extracellular,"""nan""",,,,,MNXR105993,0,bio/HMR_6012
5645,HMR_6013,r2092,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""2hb[c] + retn[e] <=> 2hb[e] + retn[c] """,transport_extracellular,"""nan""",,,,,MNXR105994,0,bio/HMR_6013
5646,HMR_6014,r2093,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""akg[c] + pyr[e] <=> akg[e] + pyr[c] """,transport_extracellular,"""nan""",,,,,MNXR105995,0,bio/HMR_6014
5647,HMR_6015,r2094,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""ac[c] + pyr[e] <=> ac[e] + pyr[c] """,transport_extracellular,"""nan""",,,,,MNXR105996,0,bio/HMR_6015
5648,HMR_6016,r2095,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""for[c] + pyr[e] <=> for[e] + pyr[c] """,transport_extracellular,"""nan""",,,,,MNXR105997,0,bio/HMR_6016
5649,HMR_6017,r2096,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""ppa[c] + pyr[e] <=> ppa[e] + pyr[c] """,transport_extracellular,"""nan""",,,,,MNXR105998,0,bio/HMR_6017
5650,HMR_6018,r2097,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""lac_L[c] + pyr[e] <=> lac_L[e] + pyr[c] """,transport_extracellular,"""nan""",,,,,MNXR105999,0,bio/HMR_6018
5651,HMR_6019,r2098,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""but[c] + pyr[e] <=> but[e] + pyr[c] """,transport_extracellular,"""nan""",,,,,MNXR106000,0,bio/HMR_6019
5652,HMR_6020,r2099,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""pyr[e] + retn[c] <=> pyr[c] + retn[e] """,transport_extracellular,"""nan""",,,,,MNXR106001,0,bio/HMR_6020
5653,HMR_6021,r2100,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""bhb[c] + pyr[e] <=> bhb[e] + pyr[c] """,transport_extracellular,"""nan""",,,,,MNXR106002,0,bio/HMR_6021
5654,HMR_6022,r2101,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""ac[c] + akg[e] <=> ac[e] + akg[c] """,transport_extracellular,"""nan""",,,,,MNXR106003,0,bio/HMR_6022
5655,HMR_6023,r2102,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""akg[e] + for[c] <=> akg[c] + for[e] """,transport_extracellular,"""nan""",,,,,MNXR106004,0,bio/HMR_6023
5656,HMR_6024,r2103,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""akg[e] + ppa[c] <=> akg[c] + ppa[e] """,transport_extracellular,"""nan""",,,,,MNXR106005,0,bio/HMR_6024
5657,HMR_6025,r2104,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""acac[c] + akg[e] <=> acac[e] + akg[c] """,transport_extracellular,"""nan""",,,,,MNXR106006,0,bio/HMR_6025
5658,HMR_6026,r2105,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""akg[e] + lac_L[c] <=> akg[c] + lac_L[e] """,transport_extracellular,"""nan""",,,,,MNXR106007,0,bio/HMR_6026
5659,HMR_6027,r2106,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""akg[e] + but[c] <=> akg[c] + but[e] """,transport_extracellular,"""nan""",,,,,MNXR106008,0,bio/HMR_6027
5660,HMR_6028,r2107,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""akg[e] + retn[c] <=> akg[c] + retn[e] """,transport_extracellular,"""nan""",,,,,MNXR106009,0,bio/HMR_6028
5661,HMR_6029,r2108,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""akg[e] + bhb[c] <=> akg[c] + bhb[e] """,transport_extracellular,"""nan""",,,,,MNXR106010,0,bio/HMR_6029
5662,HMR_6030,r2109,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""2hb[c] + akg[e] <=> 2hb[e] + akg[c] """,transport_extracellular,"""nan""",,,,,MNXR106011,0,bio/HMR_6030
5663,HMR_6031,r2110,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""ac[e] + for[c] <=> ac[c] + for[e] """,transport_extracellular,"""nan""",,,,,MNXR106012,0,bio/HMR_6031
5664,HMR_6032,r2111,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""ac[e] + ppa[c] <=> ac[c] + ppa[e] """,transport_extracellular,"""nan""",,,,,MNXR106013,0,bio/HMR_6032
5665,HMR_6033,r2112,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""ac[e] + lac_L[c] <=> ac[c] + lac_L[e] """,transport_extracellular,"""nan""",,,,,MNXR106014,0,bio/HMR_6033
5666,HMR_6034,r2113,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""ac[e] + but[c] <=> ac[c] + but[e] """,transport_extracellular,"""nan""",,,,,MNXR106015,0,bio/HMR_6034
5667,HMR_6035,r2114,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""ac[e] + retn[c] <=> ac[c] + retn[e] """,transport_extracellular,"""nan""",,,,,MNXR106016,0,bio/HMR_6035
5668,HMR_6036,r2115,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""ac[e] + bhb[c] <=> ac[c] + bhb[e] """,transport_extracellular,"""nan""",,,,,MNXR106017,0,bio/HMR_6036
5669,HMR_6037,r2116,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""for[e] + ppa[c] <=> for[c] + ppa[e] """,transport_extracellular,"""nan""",,,,,MNXR106018,0,bio/HMR_6037
5670,HMR_6038,r2117,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""for[e] + lac_L[c] <=> for[c] + lac_L[e] """,transport_extracellular,"""nan""",,,,,MNXR106019,0,bio/HMR_6038
5671,HMR_6039,r2118,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""but[c] + for[e] <=> but[e] + for[c] """,transport_extracellular,"""nan""",,,,,MNXR106020,0,bio/HMR_6039
5672,HMR_6040,r2119,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""for[e] + retn[c] <=> for[c] + retn[e] """,transport_extracellular,"""nan""",,,,,MNXR106021,0,bio/HMR_6040
5673,HMR_6041,r2120,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""bhb[c] + for[e] <=> bhb[e] + for[c] """,transport_extracellular,"""nan""",,,,,MNXR106022,0,bio/HMR_6041
5674,HMR_6042,r2121,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""lac_L[c] + ppa[e] <=> lac_L[e] + ppa[c] """,transport_extracellular,"""nan""",,,,,MNXR106023,0,bio/HMR_6042
5675,HMR_6043,r2122,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""but[c] + ppa[e] <=> but[e] + ppa[c] """,transport_extracellular,"""nan""",,,,,MNXR106024,0,bio/HMR_6043
5676,HMR_6044,r2123,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""ppa[e] + retn[c] <=> ppa[c] + retn[e] """,transport_extracellular,"""nan""",,,,,MNXR106025,0,bio/HMR_6044
5677,HMR_6045,r2124,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""bhb[c] + ppa[e] <=> bhb[e] + ppa[c] """,transport_extracellular,"""nan""",,,,,MNXR106026,0,bio/HMR_6045
5678,HMR_6046,r2125,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""acac[e] + but[c] <=> acac[c] + but[e] """,transport_extracellular,"""nan""",,,,,MNXR106027,0,bio/HMR_6046
5679,HMR_6047,r2126,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""acac[e] + bhb[c] <=> acac[c] + bhb[e] """,transport_extracellular,"""nan""",,,,,MNXR106028,0,bio/HMR_6047
5680,HMR_6048,r2127,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""but[c] + lac_L[e] <=> but[e] + lac_L[c] """,transport_extracellular,"""nan""",,,,,MNXR106029,0,bio/HMR_6048
5681,HMR_6049,r2128,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""lac_L[e] + retn[c] <=> lac_L[c] + retn[e] """,transport_extracellular,"""nan""",,,,,MNXR106030,0,bio/HMR_6049
5682,HMR_6050,r2129,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""bhb[c] + lac_L[e] <=> bhb[e] + lac_L[c] """,transport_extracellular,"""nan""",,,,,MNXR106031,0,bio/HMR_6050
5683,HMR_6051,r2130,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""but[e] + retn[c] <=> but[c] + retn[e] """,transport_extracellular,"""nan""",,,,,MNXR106032,0,bio/HMR_6051
5684,HMR_6052,r2131,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""bhb[c] + but[e] <=> bhb[e] + but[c] """,transport_extracellular,"""nan""",,,,,MNXR106033,0,bio/HMR_6052
5685,HMR_6053,r2132,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""bhb[c] + retn[e] <=> bhb[e] + retn[c] """,transport_extracellular,"""nan""",,,,,MNXR106034,0,bio/HMR_6053
5686,HMR_6054,r2133,"""Major Facilitator (Mfs) Tcdb:2.A.1.13.1""","""2hb[c] + bhb[e] <=> 2hb[e] + bhb[c] """,transport_extracellular,"""nan""",,,,,MNXR106035,0,bio/HMR_6054
5687,HMR_6057,r2136,"""Major Facilitator (Mfs) Tcdb:2.A.1.14.6""","""na1[e] + pi[e] -> na1[c] + pi[c] """,transport_extracellular,"""nan""",,,,,MNXR102849,0,bio/HMR_6057
5688,HMR_6387,r2136,"""Major Facilitator (Mfs) Tcdb:2.A.1.14.6""","""na1[e] + pi[e] -> na1[c] + pi[c] """,transport_extracellular,"""nan""",,,,,MNXR102849,0,bio/HMR_6387
5689,HMR_1875,r2139,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""cholate[e] + gthrd[c] + hco3[c] <=> cholate[c] + gthrd[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106036,0,bio/HMR_1875
5690,HMR_1876,r2140,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gchola[e] + gthrd[c] + hco3[c] <=> gchola[c] + gthrd[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106037,0,bio/HMR_1876
5691,HMR_1877,r2141,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gthrd[c] + hco3[c] + tchola[e] <=> gthrd[e] + hco3[e] + tchola[c] """,transport_extracellular,"""nan""",,,,,MNXR106038,0,bio/HMR_1877
5692,HMR_1879,r2142,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gthrd[c] + hco3[c] + tdchola[e] <=> gthrd[e] + hco3[e] + tdchola[c] """,transport_extracellular,"""nan""",,,,,MNXR106039,0,bio/HMR_1879
5693,HMR_6060,r2143,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gthrd[c] + HC02191[e] + hco3[c] <=> gthrd[e] + HC02191[c] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106040,0,bio/HMR_6060
5694,HMR_6061,r2144,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gthrd[c] + HC02192[e] + hco3[c] <=> gthrd[e] + HC02192[c] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106041,0,bio/HMR_6061
5695,HMR_6062,r2145,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gthrd[c] + HC02193[e] + hco3[c] <=> gthrd[e] + HC02193[c] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106042,0,bio/HMR_6062
5696,HMR_6063,r2146,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gthrd[c] + HC02194[e] + hco3[c] -> gthrd[e] + HC02194[c] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106043,0,bio/HMR_6063
5697,HMR_6064,r2147,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gthrd[c] + HC02195[e] + hco3[c] -> gthrd[e] + HC02195[c] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106044,0,bio/HMR_6064
5698,HMR_6065,r2148,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gthrd[c] + HC02196[e] + hco3[c] -> gthrd[e] + HC02196[c] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106045,0,bio/HMR_6065
5699,HMR_6066,r2149,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gthrd[c] + HC02197[e] + hco3[c] <=> gthrd[e] + HC02197[c] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106046,0,bio/HMR_6066
5700,HMR_6067,r2150,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gthrd[c] + HC02198[e] + hco3[c] <=> gthrd[e] + HC02198[c] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106047,0,bio/HMR_6067
5701,HMR_1880,r2151,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""cholate[e] + HC02199[c] + hco3[c] -> cholate[c] + HC02199[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106048,0,bio/HMR_1880
5702,HMR_1881,r2152,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""cholate[e] + HC02200[c] + hco3[c] -> cholate[c] + HC02200[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106049,0,bio/HMR_1881
5703,HMR_1882,r2153,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""cholate[e] + HC02201[c] + hco3[c] -> cholate[c] + HC02201[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106050,0,bio/HMR_1882
5704,HMR_1883,r2154,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gchola[e] + HC02199[c] + hco3[c] -> gchola[c] + HC02199[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106051,0,bio/HMR_1883
5705,HMR_1884,r2155,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gchola[e] + HC02200[c] + hco3[c] -> gchola[c] + HC02200[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106052,0,bio/HMR_1884
5706,HMR_1885,r2156,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""gchola[e] + HC02201[c] + hco3[c] -> gchola[c] + HC02201[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106053,0,bio/HMR_1885
5707,HMR_1886,r2157,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""C02528[e] + HC02199[c] + hco3[c] -> C02528[c] + HC02199[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106054,0,bio/HMR_1886
5708,r2157,r2157,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""C02528[e] + HC02199[c] + hco3[c] -> C02528[c] + HC02199[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106054,0,bio/r2157
5709,HMR_1887,r2158,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""C02528[e] + HC02200[c] + hco3[c] -> C02528[c] + HC02200[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106055,0,bio/HMR_1887
5710,r2158,r2158,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""C02528[e] + HC02200[c] + hco3[c] -> C02528[c] + HC02200[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106055,0,bio/r2158
5711,HMR_1888,r2159,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""C02528[e] + HC02201[c] + hco3[c] -> C02528[c] + HC02201[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106056,0,bio/HMR_1888
5712,r2159,r2159,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""C02528[e] + HC02201[c] + hco3[c] -> C02528[c] + HC02201[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106056,0,bio/r2159
5713,HMR_1889,r2160,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02199[c] + hco3[c] + tchola[e] -> HC02199[e] + hco3[e] + tchola[c] """,transport_extracellular,"""nan""",,,,,MNXR106057,0,bio/HMR_1889
5714,HMR_1890,r2161,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02200[c] + hco3[c] + tchola[e] -> HC02200[e] + hco3[e] + tchola[c] """,transport_extracellular,"""nan""",,,,,MNXR106058,0,bio/HMR_1890
5715,HMR_1891,r2162,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02201[c] + hco3[c] + tchola[e] -> HC02201[e] + hco3[e] + tchola[c] """,transport_extracellular,"""nan""",,,,,MNXR106059,0,bio/HMR_1891
5716,HMR_1892,r2163,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02199[c] + hco3[c] + tdchola[e] -> HC02199[e] + hco3[e] + tdchola[c] """,transport_extracellular,"""nan""",,,,,MNXR106060,0,bio/HMR_1892
5717,HMR_1893,r2164,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02200[c] + hco3[c] + tdchola[e] -> HC02200[e] + hco3[e] + tdchola[c] """,transport_extracellular,"""nan""",,,,,MNXR106061,0,bio/HMR_1893
5718,HMR_1894,r2165,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02201[c] + hco3[c] + tdchola[e] -> HC02201[e] + hco3[e] + tdchola[c] """,transport_extracellular,"""nan""",,,,,MNXR106062,0,bio/HMR_1894
5719,HMR_6068,r2166,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02191[e] + HC02199[c] + hco3[c] -> HC02191[c] + HC02199[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106063,0,bio/HMR_6068
5720,HMR_6069,r2167,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02191[e] + HC02200[c] + hco3[c] -> HC02191[c] + HC02200[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106064,0,bio/HMR_6069
5721,HMR_6070,r2168,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02191[e] + HC02201[c] + hco3[c] -> HC02191[c] + HC02201[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106065,0,bio/HMR_6070
5722,HMR_6071,r2169,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02192[e] + HC02199[c] + hco3[c] -> HC02192[c] + HC02199[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106066,0,bio/HMR_6071
5723,HMR_6072,r2170,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02192[e] + HC02200[c] + hco3[c] -> HC02192[c] + HC02200[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106067,0,bio/HMR_6072
5724,HMR_6073,r2171,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02192[e] + HC02201[c] + hco3[c] -> HC02192[c] + HC02201[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106068,0,bio/HMR_6073
5725,HMR_6074,r2172,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02193[e] + HC02199[c] + hco3[c] -> HC02193[c] + HC02199[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106069,0,bio/HMR_6074
5726,HMR_6075,r2173,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02193[e] + HC02200[c] + hco3[c] -> HC02193[c] + HC02200[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106070,0,bio/HMR_6075
5727,HMR_6076,r2174,"""Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14""","""HC02193[e] + HC02201[c] + hco3[c] -> HC02193[c] + HC02201[e] + hco3[e] """,transport_extracellular,"""nan""",,,,,MNXR106071,0,bio/HMR_6076
